地域,サービス提供期間,年齢,結婚状態,現住所居住期間,世帯収入,教育レベル,現職就業期間,退職,性別,家族構成人数,無料長距離電話サービス,通信装置レンタル,コールカードサービス,ワイヤレスサービス,前月の長距離サービス利用量,前月の無料長距離電話サービス利用量,前月の通信装置のレンタル利用量,前月のコールカードサービス利用量,前月のワイヤレスサービス利用量,全期間の長距離サービス利用量,全期間の無料長距離電話サービス利用量,全期間の通信装置のレンタル利用量,全期間のコールカードサービス利用量,全期間のワイヤレスサービス利用量,複数回線の有無,ヴォイスメールサービス,呼び出しサービス,インターネットサービス,発信者番号通知サービス,通話中着信サービス,着信転送サービス,三者通話サービス,電子請求サービス,log(前月の長距離サービス利用量）,log(前月の無料長距離電話サービス利用量）,log(前月の通信装置のレンタル利用量）,log(前月のコールカードサービス利用量）,log(前月のワイヤレスサービス利用量）,log(世帯収入),顧客区分,Churn
Zone 3,17,21,Married,0,25,High school degree,1,No,Female,3,No,No,No,No,6.1,0,0,0,0,89.6,0,0,0,0,Yes,No,No,No,Yes,No,Yes,Yes,Yes,1.808289,,,,,3.218876,Plus service,No
Zone 2,68,39,Unmarried,20,73,High school degree,16,No,Female,1,Yes,No,Yes,No,44.95,15.75,0,20,0,3002.2,1089.05,0,1295,0,Yes,No,No,No,No,No,No,No,No,3.805551,2.75684,,2.995732,,4.290459,E-service,No
Zone 2,27,41,Married,7,62,College degree,15,No,Female,2,Yes,No,Yes,No,13.7,16.25,0,6.75,0,371.35,450,0,165,0,No,No,No,No,Yes,No,No,Yes,No,2.617396,2.788093,,1.909543,,4.127134,Plus service,No
Zone 3,68,52,Married,8,456,Some college,30,No,Female,4,Yes,No,Yes,Yes,22.25,27.5,0,26.75,29.75,1549.95,1782.1,0,1885,2096.55,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3.102342,3.314186,,3.286534,3.392829,6.122493,Plus service,No
Zone 3,56,42,Married,10,24,High school degree,5,No,Male,2,No,No,No,No,33.65,0,0,0,0,1871.2,0,0,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,3.516013,,,,,3.178054,Plus service,No
Zone 3,11,32,Unmarried,8,23,High school degree,0,No,Female,1,No,Yes,Yes,No,6.2,0,28.4,7.25,0,82.6,0,242.9,95,0,No,No,No,Yes,No,No,No,No,Yes,1.824549,,3.346389,1.981001,,3.135494,Basic service,No
Zone 3,5,47,Unmarried,7,46,Did not complete high school,6,No,Female,1,No,No,Yes,No,2.95,0,0,7.25,0,21.55,0,0,35,0,No,No,No,No,Yes,No,Yes,No,No,1.081805,,,1.981001,,3.828641,Basic service,Yes
Zone 3,16,50,Unmarried,5,263,High school degree,29,No,Female,3,Yes,Yes,No,Yes,3.75,17,31.95,0,21.9,59.75,253.35,463.25,0,309.05,No,No,No,No,Yes,Yes,Yes,Yes,Yes,1.321756,2.833213,3.464172,,3.086487,5.572154,Plus service,No
Zone 2,59,30,Unmarried,2,34,College degree,2,No,Female,1,No,Yes,Yes,No,16.7,0,32.25,11.75,0,1020.35,0,1939.15,680,0,Yes,Yes,No,No,No,No,No,No,No,2.815409,,3.473518,2.463853,,3.526361,E-service,No
Zone 1,60,64,Unmarried,14,33,High school degree,13,Yes,Male,1,Yes,No,Yes,Yes,30.75,22.25,0,12.25,47.4,1829.4,1391,0,670,2962.1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.42589,3.102342,,2.505526,3.858622,3.496508,Total service,No
Zone 3,55,47,Unmarried,11,37,Did not complete high school,11,No,Male,1,Yes,No,Yes,No,14.75,20.25,0,10.75,0,786.2,1170.75,0,570,0,No,No,No,No,Yes,No,No,Yes,No,2.691243,3.008155,,2.374906,,3.610918,Plus service,No
Zone 1,18,56,Unmarried,22,296,High school degree,25,No,Male,1,No,No,Yes,No,3.4,0,0,8.25,0,49.7,0,0,160,0,No,No,No,No,Yes,No,No,No,No,1.223775,,,2.110213,,5.690359,Basic service,No
Zone 2,16,22,Unmarried,0,26,Some college,0,No,Female,3,No,Yes,No,No,4.1,0,29.35,0,0,64.95,0,514.15,0,0,Yes,No,No,No,No,No,No,No,Yes,1.410987,,3.379293,,,3.258097,E-service,Yes
Zone 1,35,57,Married,32,47,College degree,12,No,Male,2,No,Yes,Yes,No,7.25,0,33.7,18.75,0,263.55,0,1153.35,630,0,Yes,No,No,Yes,No,No,No,No,No,1.981001,,3.517498,2.931194,,3.850148,E-service,No
Zone 3,31,23,Married,1,31,Some college,1,No,Female,2,Yes,Yes,Yes,Yes,16.6,19,58.7,16.5,51.35,520.4,537.4,1712.5,450,1533.9,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.809403,2.944439,4.07244,2.80336,3.938665,3.433987,Total service,Yes
Zone 2,20,49,Married,5,264,High school degree,29,No,Female,2,No,No,No,No,9.6,0,0,0,0,159.2,0,0,0,0,No,No,No,No,No,Yes,No,No,No,2.261763,,,,,5.575949,Basic service,No
Zone 2,16,27,Unmarried,5,41,College degree,2,No,Female,1,Yes,Yes,Yes,Yes,6.9,15.75,42.75,17.25,30.95,100.9,278.5,615.4,255,450.45,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.931521,2.75684,3.755369,2.847812,3.432373,3.713572,Total service,Yes
Zone 2,69,48,Married,27,55,High school degree,4,No,Male,2,Yes,Yes,Yes,No,19.6,35.75,34.25,62,0,1411.7,2396.7,2440.55,4125,0,Yes,No,No,No,No,Yes,Yes,No,No,2.97553,3.57655,3.533687,4.127134,,4.007333,Plus service,No
Zone 3,69,66,Married,31,49,High school degree,15,No,Male,2,Yes,No,Yes,No,23.1,29.25,0,25.5,0,1566.8,2063.45,0,1750,0,No,No,No,No,No,No,No,No,No,3.139833,3.37588,,3.238678,,3.89182,Basic service,No
Zone 2,27,24,Married,3,26,Did not complete high school,7,No,Female,4,No,No,No,No,6.05,0,0,0,0,137.7,0,0,0,0,No,No,Yes,No,No,No,No,No,No,1.800058,,,,,3.258097,Basic service,Yes
Zone 3,48,39,Unmarried,20,110,College degree,9,No,Male,1,Yes,No,Yes,Yes,18.05,30.25,0,8.75,30.4,812.65,1472.7,0,475,1503.95,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,2.893146,3.409496,,2.169054,3.414443,4.70048,Plus service,No
Zone 1,18,52,Married,20,66,Did not complete high school,19,No,Female,2,Yes,No,Yes,No,12.8,27.75,0,10.5,0,204.95,520.6,0,170,0,No,No,No,Yes,No,No,Yes,No,No,2.549445,3.323236,,2.351375,,4.189655,Basic service,No
Zone 2,24,40,Married,4,39,Some college,5,No,Female,2,Yes,No,Yes,Yes,4.05,25.75,0,27.5,22.5,117.05,628.05,0,570,529.1,No,No,Yes,No,Yes,Yes,Yes,Yes,No,1.398717,3.248435,,3.314186,3.113515,3.663562,Plus service,No
Zone 2,17,42,Unmarried,6,31,High school degree,2,No,Male,1,Yes,No,No,Yes,8.25,24.5,0,0,26.4,140.85,404.8,0,0,447.95,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,2.110213,3.198673,,,3.273364,3.433987,Total service,Yes
Zone 2,9,24,Married,3,26,College degree,1,No,Female,3,No,Yes,No,No,7.65,0,23.25,0,0,75.25,0,169.75,0,0,No,No,No,No,No,No,Yes,No,No,2.034706,,3.146305,,,3.258097,Basic service,No
Zone 2,15,46,Unmarried,5,232,College degree,15,No,Female,2,Yes,Yes,Yes,Yes,4.3,23,45.15,22.75,31.3,41.35,357.5,582,305,474.5,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.458615,3.135494,3.80999,3.124565,3.443618,5.446737,Total service,Yes
Zone 1,62,37,Married,10,43,College degree,1,No,Female,3,No,Yes,Yes,No,9.2,0,37.2,18.75,0,539.65,0,2302.4,1160,0,Yes,No,No,No,Yes,No,No,No,No,2.219203,,3.616309,2.931194,,3.7612,E-service,No
Zone 1,9,41,Unmarried,12,39,College degree,3,No,Male,1,No,Yes,No,Yes,4.7,0,39.65,0,20.8,26.3,0,318.25,0,135.95,No,Yes,Yes,Yes,No,No,No,No,Yes,1.547563,,3.680091,,3.034953,3.663562,Basic service,Yes
Zone 2,71,41,Married,10,73,High school degree,23,No,Female,2,No,No,Yes,No,32.65,0,0,41.75,0,2412.6,0,0,3085,0,Yes,No,No,No,Yes,Yes,Yes,No,No,3.485845,,,3.731699,,4.290459,Plus service,No
Zone 2,62,59,Married,37,74,Did not complete high school,20,No,Male,2,Yes,No,Yes,No,16.1,36,0,11,0,972,2245.35,0,645,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.778819,3.583519,,2.397895,,4.304065,Plus service,No
Zone 2,20,38,Unmarried,19,237,College degree,13,No,Male,1,Yes,Yes,Yes,Yes,6,21.25,34.4,9.75,26.9,164.2,473.4,711.4,215,491.1,No,No,Yes,Yes,Yes,Yes,Yes,No,No,1.791759,3.056357,3.538057,2.277267,3.292126,5.46806,Total service,No
Zone 1,19,33,Married,11,22,Did not complete high school,3,No,Male,5,No,No,Yes,No,3.95,0,0,36.25,0,79.6,0,0,685,0,Yes,No,No,No,Yes,Yes,No,Yes,No,1.373716,,,3.590439,,3.091042,Plus service,No
Zone 2,49,61,Married,28,21,Did not complete high school,8,No,Male,2,Yes,No,Yes,No,15.85,24.75,0,8.75,0,757.4,1228.85,0,395,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.76317,3.208825,,2.169054,,3.044522,Plus service,No
Zone 3,3,64,Unmarried,3,9,High school degree,6,Yes,Male,1,No,No,No,No,4.95,0,0,0,0,14.8,0,0,0,0,No,No,No,No,No,No,No,No,No,1.599388,,,,,2.197225,Basic service,Yes
Zone 1,33,36,Unmarried,2,41,Post-undergraduate degree,10,No,Male,1,No,Yes,No,Yes,4.15,0,39.1,0,27.05,93.25,0,1225.35,0,841.95,No,Yes,No,Yes,No,No,No,No,Yes,1.423108,,3.666122,,3.297687,3.713572,Basic service,Yes
Zone 2,38,44,Unmarried,1,50,College degree,7,No,Female,1,No,Yes,Yes,No,7.15,0,24.6,10,0,277.5,0,891.8,355,0,Yes,No,No,Yes,No,No,No,No,Yes,1.967112,,3.202746,2.302585,,3.912023,E-service,Yes
Zone 3,42,48,Married,14,27,Some college,5,No,Female,3,Yes,Yes,Yes,Yes,16.5,36,54.2,22.75,28.4,692.2,1540.15,2100.25,910,1199.95,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,2.80336,3.583519,3.992681,3.124565,3.346389,3.295837,Total service,No
Zone 1,11,26,Unmarried,2,53,Some college,3,No,Male,1,Yes,Yes,Yes,Yes,4.15,21.5,43.7,11.75,38.8,34.7,188.35,431.3,110,415.8,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,1.423108,3.068053,3.777348,2.463853,3.65842,3.970292,Total service,Yes
Zone 3,27,28,Married,0,58,Some college,0,No,Male,2,Yes,No,No,No,5.8,22.5,0,0,0,163.65,566.15,0,0,0,No,No,No,No,Yes,Yes,No,Yes,No,1.757858,3.113515,,,,4.060443,Plus service,No
Zone 3,23,50,Unmarried,1,151,College degree,8,No,Female,1,Yes,No,No,No,8.25,21.75,0,0,0,186.5,438.4,0,0,0,No,No,No,No,Yes,No,No,No,No,2.110213,3.079614,,,,5.01728,Basic service,No
Zone 2,4,38,Married,13,54,High school degree,4,No,Male,2,Yes,No,Yes,Yes,4.75,26.25,0,48.5,24.45,21.75,115,0,140,50.45,No,Yes,No,No,Yes,Yes,Yes,Yes,No,1.558145,3.267666,,3.881564,3.19663,3.988984,Plus service,No
Zone 3,36,42,Unmarried,5,31,Did not complete high school,4,No,Female,1,No,No,No,No,10.05,0,0,0,0,373.75,0,0,0,0,No,No,No,No,No,No,No,No,No,2.307573,,,,,3.433987,Basic service,Yes
Zone 2,37,42,Unmarried,10,115,Did not complete high school,22,No,Female,1,No,No,Yes,No,15.1,0,0,18.5,0,494.45,0,0,665,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.714695,,,2.917771,,4.744932,Plus service,No
Zone 3,24,58,Married,30,24,Did not complete high school,5,No,Male,2,Yes,No,No,No,7.65,16,0,0,0,177.4,420.65,0,0,0,No,No,No,No,No,No,No,No,No,2.034706,2.772589,,,,3.178054,Basic service,No
Zone 3,4,24,Unmarried,1,17,High school degree,2,No,Male,3,No,No,No,No,3.2,0,0,0,0,9.9,0,0,0,0,No,No,No,No,No,No,No,No,No,1.163151,,,,,2.833213,Basic service,Yes
Zone 3,54,33,Unmarried,5,47,High school degree,13,No,Female,2,Yes,No,Yes,No,13.9,32,0,20.25,0,732.2,1671.9,0,1125,0,No,No,No,No,Yes,Yes,No,Yes,No,2.631889,3.465736,,3.008155,,3.850148,Plus service,No
Zone 3,7,49,Unmarried,8,36,Did not complete high school,0,No,Female,1,Yes,No,Yes,No,8.85,19.5,0,53.25,0,77,123.3,0,325,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.180417,2.970414,,3.974998,,3.583519,Plus service,Yes
Zone 1,10,28,Unmarried,9,75,College degree,1,No,Male,1,Yes,Yes,Yes,Yes,6.2,27.5,42.4,40,36.3,45.95,225.85,373.15,340,290.65,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.824549,3.314186,3.747148,3.688879,3.591818,4.317488,Total service,Yes
Zone 3,24,35,Married,10,41,Post-undergraduate degree,6,No,Female,2,No,Yes,No,No,3.3,0,30.3,0,0,88.65,0,711.2,0,0,Yes,No,No,Yes,No,No,No,No,Yes,1.193922,,3.411148,,,3.713572,E-service,No
Zone 3,12,31,Unmarried,8,18,College degree,4,No,Male,1,No,Yes,No,No,3.7,0,24.3,0,0,48.55,0,243.4,0,0,No,No,No,Yes,No,No,No,No,Yes,1.308333,,3.190476,,,2.890372,Basic service,Yes
Zone 2,45,54,Unmarried,25,171,Some college,33,No,Female,1,Yes,No,Yes,No,9.05,18.5,0,8.75,0,385.2,845.65,0,365,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.202765,2.917771,,2.169054,,5.141664,Plus service,No
Zone 3,59,55,Married,29,42,Some college,21,No,Female,2,No,No,Yes,No,8.95,0,0,15.25,0,492.35,0,0,855,0,Yes,No,No,No,No,No,No,No,No,2.191654,,,2.72458,,3.73767,E-service,No
Zone 1,3,21,Married,1,36,Some college,0,No,Female,4,No,No,No,No,3.2,0,0,0,0,13.55,0,0,0,0,No,No,No,No,No,No,No,No,No,1.163151,,,,,3.583519,Basic service,No
Zone 3,8,35,Unmarried,6,31,Post-undergraduate degree,7,No,Male,1,Yes,Yes,No,Yes,4.4,17.25,35.65,0,42.05,34.65,155.15,237.8,0,288.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.481605,2.847812,3.573749,,3.738859,3.433987,Total service,Yes
Zone 1,16,59,Unmarried,5,207,High school degree,37,No,Female,2,Yes,No,Yes,No,7.45,15.5,0,11.75,0,112.8,280.85,0,150,0,No,No,Yes,No,No,Yes,Yes,Yes,Yes,2.008214,2.74084,,2.463853,,5.332719,Total service,No
Zone 3,32,33,Unmarried,1,38,Did not complete high school,12,No,Female,1,No,No,Yes,No,7.3,0,0,33.75,0,231.45,0,0,1050,0,No,No,No,No,No,No,No,No,No,1.987874,,,3.51898,,3.637586,Basic service,No
Zone 1,8,49,Unmarried,14,134,College degree,9,No,Female,1,Yes,Yes,Yes,Yes,3,30.5,59.3,23.5,60.3,36.2,226.3,459.15,155,444.65,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.098612,3.417727,4.082609,3.157,4.099332,4.89784,Total service,Yes
Zone 1,9,28,Married,8,28,Some college,4,No,Male,3,No,Yes,No,No,4.5,0,28.5,0,0,36.45,0,230.3,0,0,Yes,No,No,Yes,No,No,No,Yes,Yes,1.504077,,3.349904,,,3.332205,E-service,Yes
Zone 2,12,19,Married,0,15,High school degree,0,No,Female,4,No,Yes,No,No,5.85,0,22.15,0,0,102.45,0,274.7,0,0,Yes,No,No,No,No,No,No,No,No,1.766442,,3.097837,,,2.70805,E-service,No
Zone 2,24,43,Married,15,48,College degree,4,No,Male,6,Yes,Yes,Yes,Yes,14.4,25.75,37.2,57.75,36.95,339.55,591.2,870.05,1415,901.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.667228,3.248435,3.616309,4.056123,3.609566,3.871201,Total service,No
Zone 3,72,75,Unmarried,48,14,High school degree,6,Yes,Female,1,No,No,Yes,No,37.3,0,0,109.25,0,2686.25,0,0,7515,0,Yes,No,No,No,No,No,No,No,No,3.618993,,,4.693639,,2.639057,E-service,No
Zone 3,58,61,Unmarried,42,101,College degree,18,No,Female,1,No,No,Yes,No,16.35,0,0,17,0,956.85,0,0,925,0,Yes,No,No,Yes,No,No,No,No,No,2.794228,,,2.833213,,4.615121,E-service,No
Zone 1,70,44,Married,24,87,High school degree,18,No,Male,3,Yes,No,Yes,No,18.9,47.5,0,25,0,1399.3,3310.4,0,1735,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,2.939162,3.86073,,3.218876,,4.465908,Plus service,No
Zone 3,9,25,Unmarried,3,27,Did not complete high school,4,No,Female,1,No,No,No,No,12.2,0,0,0,0,121.75,0,0,0,0,No,No,No,No,No,No,No,No,No,2.501436,,,,,3.295837,Basic service,Yes
Zone 1,49,25,Unmarried,1,27,Post-undergraduate degree,0,No,Female,1,No,Yes,Yes,Yes,9.9,0,43.15,5.5,26.9,496.95,0,2054.95,270,1252.85,Yes,Yes,Yes,Yes,No,No,No,No,Yes,2.292535,,3.764682,1.704748,3.292126,3.295837,E-service,No
Zone 3,52,54,Unmarried,7,59,Some college,22,No,Male,1,Yes,No,Yes,Yes,15.25,32.5,0,21.75,39.3,800.25,1644.05,0,1055,1991.75,Yes,No,No,No,Yes,Yes,No,Yes,No,2.72458,3.48124,,3.079614,3.671225,4.077537,Plus service,No
Zone 1,10,42,Married,10,294,College degree,9,No,Female,6,Yes,Yes,Yes,Yes,4.85,27.5,44.35,23.5,36.85,32.75,285.35,427.75,185,330.55,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.578979,3.314186,3.792113,3.157,3.606856,5.68358,Total service,Yes
Zone 1,14,52,Married,2,44,Some college,5,No,Male,2,No,No,Yes,Yes,4.85,0,0,14.25,14.9,68.95,0,0,185,212.25,No,Yes,No,No,Yes,Yes,No,No,No,1.578979,,,2.656757,2.701361,3.78419,Plus service,No
Zone 1,19,27,Married,3,35,High school degree,4,No,Male,6,Yes,No,Yes,No,5.4,20.5,0,23,0,116.2,398.15,0,415,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1.686399,3.020425,,3.135494,,3.555348,Total service,No
Zone 3,12,36,Married,4,205,College degree,10,No,Female,4,No,Yes,No,Yes,5.95,0,38.3,0,32,53.75,0,433.05,0,397.3,Yes,Yes,Yes,Yes,No,No,No,No,Yes,1.783391,,3.64545,,3.465736,5.32301,E-service,Yes
Zone 1,65,59,Unmarried,27,732,Some college,31,No,Female,1,No,No,Yes,No,10.15,0,0,13.25,0,600.5,0,0,820,0,Yes,Yes,No,No,No,No,Yes,Yes,Yes,2.317474,,,2.583998,,6.595781,E-service,No
Zone 1,67,40,Married,14,59,Some college,11,No,Male,2,Yes,No,Yes,No,27,30,0,19.75,0,1722.5,1959.95,0,1245,0,No,No,No,No,Yes,Yes,Yes,Yes,No,3.295837,3.401197,,2.983153,,4.077537,Plus service,No
Zone 2,29,24,Married,3,23,Did not complete high school,7,No,Male,2,Yes,No,Yes,No,10.2,32.25,0,17.5,0,319.65,885.15,0,500,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.322388,3.473518,,2.862201,,3.135494,Plus service,No
Zone 3,55,46,Unmarried,8,87,High school degree,19,No,Female,1,No,Yes,Yes,No,17.9,0,28,15.25,0,982.9,0,1449.6,785,0,No,No,No,Yes,No,No,Yes,Yes,Yes,2.884801,,3.332205,2.72458,,4.465908,Basic service,No
Zone 3,71,67,Married,25,110,Did not complete high school,23,No,Female,2,Yes,No,Yes,No,33.85,21.75,0,18.25,0,2255.65,1487.7,0,1175,0,No,No,No,No,No,Yes,Yes,Yes,No,3.521939,3.079614,,2.904165,,4.70048,Plus service,No
Zone 3,5,44,Married,2,83,Some college,14,No,Female,3,Yes,No,Yes,Yes,4,26.25,0,20.25,21.95,32,131.95,0,50,80.35,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,1.386294,3.267666,,3.008155,3.088767,4.418841,Plus service,Yes
Zone 3,60,58,Unmarried,0,63,College degree,21,No,Female,3,Yes,Yes,Yes,No,16.35,28,23.85,13.25,0,1012.55,1581.7,1395.1,805,0,Yes,No,No,No,No,No,No,No,Yes,2.794228,3.332205,3.171784,2.583998,,4.143135,E-service,No
Zone 2,10,40,Unmarried,6,22,Some college,6,No,Female,1,No,No,No,No,5.05,0,0,0,0,59.95,0,0,0,0,No,No,No,Yes,No,No,No,No,No,1.619388,,,,,3.091042,Basic service,Yes
Zone 3,52,64,Unmarried,44,43,Some college,7,No,Male,1,Yes,Yes,Yes,Yes,12.85,28.5,48.75,24,37.15,647.95,1542.25,2570.65,1210,1846.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.553344,3.349904,3.886705,3.178054,3.614964,3.7612,Total service,No
Zone 2,61,43,Married,22,35,High school degree,11,No,Male,3,Yes,No,Yes,No,21.05,15.5,0,17.25,0,1264,933.8,0,1065,0,Yes,No,No,Yes,No,No,No,No,Yes,3.046901,2.74084,,2.847812,,3.555348,E-service,No
Zone 1,61,29,Married,5,48,High school degree,11,No,Male,4,No,No,Yes,No,17.55,0,0,37,0,1035.95,0,0,2165,0,Yes,No,No,No,No,No,No,Yes,No,2.865054,,,3.610918,,3.871201,E-service,No
Zone 2,67,47,Married,19,69,Some college,12,No,Male,3,Yes,No,Yes,No,49.35,27,0,10.25,0,3235.55,1838.2,0,690,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3.898938,3.295837,,2.327278,,4.234107,Plus service,No
Zone 3,41,42,Married,12,26,College degree,5,No,Male,4,No,No,No,No,10.95,0,0,0,0,482.4,0,0,0,0,Yes,No,No,Yes,No,No,Yes,No,No,2.393339,,,,,3.258097,E-service,No
Zone 1,30,28,Unmarried,1,20,Did not complete high school,8,No,Female,1,No,No,No,No,12.4,0,0,0,0,369.45,0,0,0,0,No,No,No,No,No,No,No,No,No,2.517696,,,,,2.995732,Basic service,Yes
Zone 1,24,46,Unmarried,12,43,High school degree,6,No,Male,1,Yes,No,Yes,Yes,12.05,48.25,0,33,28.15,307.75,1079.05,0,820,662.2,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.489065,3.876396,,3.496508,3.337547,3.7612,Total service,No
Zone 1,72,75,Unmarried,37,33,Did not complete high school,44,Yes,Female,1,Yes,No,Yes,No,49.3,31.75,0,26,0,3417.4,2254.15,0,1835,0,Yes,No,No,No,No,No,No,Yes,No,3.897924,3.457893,,3.258097,,3.496508,E-service,No
Zone 2,17,35,Unmarried,7,66,High school degree,11,No,Male,1,No,Yes,Yes,Yes,5.15,0,29.15,11.25,28.05,79.05,0,501.05,155,484.2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1.638997,,3.372455,2.420368,3.333989,4.189655,Total service,Yes
Zone 2,65,72,Unmarried,46,12,High school degree,0,Yes,Male,1,No,No,Yes,No,29.6,0,0,18,0,1872.8,0,0,1160,0,Yes,No,No,No,No,Yes,Yes,Yes,No,3.387774,,,2.890372,,2.484907,Plus service,No
Zone 1,15,30,Married,8,90,High school degree,11,No,Male,5,Yes,No,Yes,Yes,7.35,18.5,0,9.75,23,125.8,265.55,0,150,375.9,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.9947,2.917771,,2.277267,3.135494,4.49981,Total service,No
Zone 1,34,33,Unmarried,8,35,Some college,2,No,Female,1,No,No,No,No,7.5,0,0,0,0,258.4,0,0,0,0,Yes,No,No,No,No,No,No,No,No,2.014903,,,,,3.555348,E-service,Yes
Zone 1,26,43,Unmarried,23,51,Post-undergraduate degree,4,No,Female,1,No,Yes,No,No,7.9,0,21.95,0,0,267.6,0,597.65,0,0,Yes,No,No,Yes,No,No,No,No,No,2.066863,,3.088767,,,3.931826,E-service,Yes
Zone 2,36,45,Unmarried,22,117,Some college,15,No,Female,1,No,No,No,No,10.5,0,0,0,0,429.1,0,0,0,0,Yes,No,No,No,No,No,No,No,Yes,2.351375,,,,,4.762174,E-service,No
Zone 1,60,48,Unmarried,29,100,High school degree,26,No,Female,1,Yes,No,Yes,No,24.4,42.25,0,13.5,0,1567.6,2481.25,0,745,0,No,No,No,No,Yes,Yes,Yes,Yes,No,3.194583,3.743604,,2.60269,,4.60517,Plus service,No
Zone 1,16,54,Unmarried,20,147,Did not complete high school,29,No,Male,4,Yes,No,Yes,No,6.95,23.25,0,6.5,0,98.5,357.95,0,90,0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.938742,3.146305,,1.871802,,4.990433,Plus service,No
Zone 2,1,33,Unmarried,5,53,College degree,6,No,Female,1,No,No,No,No,1.95,0,0,0,0,1.95,0,0,0,0,No,No,No,No,No,No,No,No,No,0.667829,,,,,3.970292,Basic service,Yes
Zone 3,56,30,Married,9,57,Post-undergraduate degree,2,No,Male,4,No,Yes,Yes,No,16.85,0,36.7,6.5,0,948.3,0,1984.15,365,0,Yes,Yes,No,Yes,No,No,No,No,Yes,2.824351,,3.602777,1.871802,,4.043051,E-service,No
Zone 2,6,50,Unmarried,5,37,High school degree,0,No,Male,1,No,Yes,No,No,5.35,0,23.55,0,0,38.4,0,131.2,0,0,Yes,No,No,No,No,No,No,No,Yes,1.677097,,3.159126,,,3.610918,E-service,No
Zone 2,48,34,Unmarried,7,42,Some college,2,No,Female,1,No,No,Yes,No,14.15,0,0,8,0,678.3,0,0,355,0,Yes,No,No,No,No,Yes,No,No,No,2.649715,,,2.079442,,3.73767,E-service,No
Zone 2,34,36,Married,17,50,Did not complete high school,4,No,Male,2,Yes,No,Yes,No,10.2,24.5,0,13.75,0,326.8,824.25,0,405,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.322388,3.198673,,2.621039,,3.912023,Plus service,No
Zone 2,54,42,Married,0,55,College degree,2,No,Male,5,Yes,Yes,Yes,Yes,14.3,55.5,62.15,19.25,83.7,695.2,3086.35,3277.85,1050,4138.55,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.66026,4.016383,4.129551,2.957511,4.427239,4.007333,Total service,Yes
Zone 3,38,31,Married,2,42,High school degree,7,No,Female,4,Yes,No,Yes,No,10.8,22.25,0,9.25,0,407.55,772.5,0,335,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.379546,3.102342,,2.224624,,3.73767,Total service,No
Zone 2,25,55,Unmarried,15,37,Did not complete high school,7,No,Female,1,No,No,No,No,10.95,0,0,0,0,302.8,0,0,0,0,No,No,No,No,No,No,No,No,No,2.393339,,,,,3.610918,Basic service,Yes
Zone 1,47,69,Married,17,228,Some college,39,No,Female,4,Yes,Yes,Yes,Yes,10.8,35.5,37.5,21,50.9,464.35,1670.95,1766.9,1025,2404.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.379546,3.569533,3.624341,3.044522,3.929863,5.429346,Total service,Yes
Zone 1,72,62,Married,35,163,Post-undergraduate degree,31,No,Male,2,Yes,Yes,Yes,Yes,28.35,32.75,45.15,39.75,56.55,2017.6,2276.3,3225.45,2845,4109.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3.344627,3.488903,3.80999,3.68261,4.035125,5.09375,Total service,No
